codigo_ot,equipo,clavero,actuacion,fecha_creacion,descripcion_ot,descripcion_averia,descripcion_reparacion,comentarios
7868824,7066-CO_914-M2,FRE010304,T70,10/6/2021 12:59,ROSMIMAN UT 914 M2 NO SE QUEDA FRENO DE ESTACIONAMIENTO EN CAMBIO CABINA,ELECTROVALVULA  ATASCADA,SE LIMPIA Y PRUEBA,""""""
8436390,7066-CO_911-R2,FRE010113,T71,9/18/2022 7:43,R2-Fuga antirretorno circuito freno TDP/TA_EQ1,VALVULA CABECEADA Y SUCIA,"SE DESMONTA , LIMPIA Y MONTA CORRECTAMENTE. OK",Revisar antiretorno freno tdp
5948218,7066-CO_926-M1,FRE010603,T70,5/21/2018 8:53,ROSMIMAN UT 926 M1 BOCINA AGUDA NO FUNCIONA,FUNCIONA BIEN EN TALLER,SE CAMBIA KIT DE REPARACION,""""""
8761281,7066-CO_905-M2,FRE0703,T62,3/30/2023 20:50,ROSMIMAN UT 905 M2 RUIDO AL FRENAR NEUMATICAMENTE,COMENTARIOS,SE CAMBIA ZAPATAS,"<html>30 03 2023&nbsp, ALAIN<div><br></div><div>HACE RUIDO EN PLAYA VIAS ARASO</div><div>SE LOCALIZA EL RUIDO EN BOG 8</div><div>SE CAMBIAN ZAPATAS EJE 15, ESTAN DESCOMPENSADAS, UN PAR ESTA MAS GASTADO Q EL OTRO Y CON ROTURAS</div><div>SE SALE A PLAYA VIAS Y SIGUE HACIENDO RUIDO</div><div>SE CAMBIAN ZAPATAS EJE 16</div><div>SE SALE DOS VECES A PLAYA Y NO HACE RUIDO</div></html>"
8610260,7066-CO_912-M1,FRE0104,T70,1/2/2023 18:40,UT 912 M1 FUGA  VALVULA ANTIRRETORNO DE FRENO ESTACIONAMIENTO,JUNTAS DETERIORADAS,SE CAMBIAN POR UNAS REUTILIZADAS,<html>2-1-23<div>JUANJO</div><div><br></div><div>JUNTAS DETERIORADAS</div><div>ALMACEN VERTICAL NO FUNCIONA</div></html>
9836278,7066-CO_908-R1,FRE0104,T70,11/23/2024 7:06,R1_EQ1-OT_US3225A_EQ1 | Retardo en la aplicación Freno Estacionamiento_EQ1,TARDA EN APLICAR,SE CAMBIAN JUNTAS DE CORREDERA,"<html><body>Freno estacionamiento cuesta aplicar<br/><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ce1&ut=908&startDT=2024-11-22T07:56:00.000Z&endDT=2024-11-22T07:58:00.000Z&templateId=525"" target=""_blank"">Link E&D</a></body></html>"
8542455,7097-CO_955-M2,FRE0101,T79,11/22/2022 8:05,ROSMIMAN UT 955 M2 PEQUEÑA FUGA.AL FRENAR SE QUITA,PEQUEÑA FUGA,POSIBLE FALLO EN EQUIPO METROFLEX,""""""
8629323,7066-CO_924-M1,FRE0708,T62,1/16/2023 20:43,UT 924 M1 BOG1 FRENO DE ESTACIONAMIENTO NO ACTUA,SIRGA EN MAL ESTADO,SE CAMBIA,""""""
7875240,7066-CO_907-R1,FRE0704,T70,10/11/2021 12:49,UT907 R1 EJE7 TIMONERIA FRENO ATASCADA,TIMONERIA MUY DURA. GUARNICIONES DESGASTAN DESIGUAL,"ENGRASAR, LIBERAR A MANO Y CAMBIO GUARNICIONES",""""""
7889524,7066-CO_903-R2,FRE0101,T71,10/18/2021 8:47,UT903 R2 ANTI RETORNO FALLA (FUGA EPAC),ANTI RETORNO OK. ES LA EPAC LA QUE TIENE UNA PEQUEÑA FUGA,PENDIENTE CAMBIO EPAC,""""""
3261429,7066-UT_902,FRE0604,"""""",5/6/2014 8:02,902  FRENA POCO,FRENA POCO,SE AJUSTAN CILINDROS,05.05.2014  LAURE - ANDONI#UT 902  FRENA POCO  . VER HISTORICOS TRACCION YHMI#COMPROBAR DEMANDAS DE FRENO Y TRACCION#SE MIRAN REGISTROS EPAC#SECOMPRUEBAN REGULACION DE MANIPULADORES#SE NORMALIZAN CILINDROS DE FRENO QUE NO FRENABAN  2
9621573,7066-CO_914-M2,FRE09,T79,8/2/2024 8:41,"M2-OT_AL3036 ""ERROR PRESIÓN OBJETIVO|HELBURUAREN PRESIO ERROREA""",INEXISTENTE,INEXISTENTE,"<html><body>ERROR PRESIÓN OBJETIVO|HELBURUAREN PRESIO ERROREA<br/><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ce1&ut=914&startDT=2024-07-31T14:47:44.000Z&endDT=2024-07-31T16:47:44.000Z&templateId=193"" target=""_blank"">Link E&D</a></body></html>"
8755990,7066-CO_923-M1,FRE0708,T62,3/28/2023 15:29,UT 923 M1 BOG 1 DCHA. NO FUNCIONA SIRGA FRENO ESTACIONAMIENTO,SIRGA CORTADA,SE CAMBIA,""""""
9798127,7066-CO_902-R1,FRE09,null,11/1/2024 6:53,R1_EQ1-OT_US3218_EQ1 | UT902 | SYSTEM:32 FRENO | Fallo Lectura TB2_EQ1,null,null,"<html><body>Fallo Lectura TB2<br/><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ce1&ut=902&startDT=2024-10-30T23:06:40.000Z&endDT=2024-10-30T23:08:40.000Z&templateId=267"" target=""_blank"">Link E&D</a></body></html>"
8312586,7066-CO_911-R2,FRE0708,T62,6/28/2022 14:02,UT911 R2 BOG5 FRENO ESTACIONAMIENTO SIRGA LARGA NO ACTUA,SIRGA ROTA,CAMBIO Y PRUEBAS,""""""
6159033,7066-CO_923-R1,FRE010304,T70,10/1/2018 10:17,UT 923 R1 FRENO ESTACIONAMIENTO NO FUNCIONA,JUNTA VALVULA DETERIORADA,CAMBIAR JUNTA,""""""
8784222,7066-CO_913-M2,FRE0706,T71,4/13/2023 10:47,UT913 M2 BOG8  EJE15 FRENO ESTACIONAMIENTO NO DESFRENA AL TIRAR SIRGA,COMENTARIOS,CAMBIO C.F. CON PB,"<html>14.03.23<span style=""white-space:pre"">	</span>ALAIN / EGOITZ<div>BOG 8 M2&nbsp,</div><div>EL MECANISMO DE LIBERACION DEL FRENO DE ESTACIONAMIENTO NO FUNCIONA, NO LLEGA A LIBERAR</div><div>FALLA EL MECANISMO INTERNO DEL C.F.</div><div>SE CAMBIA C.F. CON PB</div><div>N.S. MONTADO 083299</div><div>N.S. RETIRADO 081975</div><div>SE PRUEBA. OK</div><div>FALTA CAMBIAR LA SIRGA PB QUE SE HA ROTO EN LAS PRUEBAS</div></html>#					<html>14 03 2023&nbsp, LAURE&nbsp,<div><br></div><div>SE SUSTITUYE SIRGA Y SE REALIZAN COMPROBACIONES DEL CILINDRO DE FRENO OK</div></html>"
7403487,7066-CO_909-M1,FRE0708,T62,12/11/2020 16:58,UT909 M1 BOG2 SIRGA DESBLOQUEO FRENO ROTA,SIRGA ROTA,CAMBIO,""""""
9366982,7066-CO_902-M2,FRE09,T71,3/15/2024 6:33,M2-OT_US3218_EQ1 Fallo Lectura TB2_EQ1,FALLA TB2,SE COLOCAN BRIDAS ROJAS,"<html><body>Fallo Lectura TB2<br/><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ce1&ut=902&startDT=2024-03-13T18:00:00.000Z&endDT=2024-03-13T20:00:00.000Z&templateId=267"" target=""_blank"">Link E&D</a></body></html>"
3321774,7066-CO_910-R2,FRE01,"""""",6/11/2014 19:42,UT 910 R2 EPAC FALLO SWP (EN ROJO),EPAC FALLO SWP,"LA UNIDAD LLEVA SIN DAR FALLO 1,5MESES","11.06.2014 ANDONI - LAURE#EPAC FALLO SWP (EN ROJO)##SE PRUEBA SENSORES VELOCIDAD MANUALMENTE Y VA OK#SE FUERZAN LAS VALVULAS ANTIBLOQUEO CON ORDENADOR Y FALLAN#SE RESETEA UNIDAD Y DESAPARECE EL FALLO. SE VUELVE A FOZAR Y FALLA A LA 3ª APLICACION#EL FALLO QUE DA ES DV1 SHORT#DV2 SHORT#ELECTROVALVULAS EN CORTO#QUEDA PENDIENTE CAMBIAR EPAC R2 POR FALTA EPAC R#					16.06.14 omar##16.06.2014 ALBERTO#FALLO ANTIPATINAJE WSP##SIN AVERIA AL ENTRAR##F032 CORTOCIRCUITO ELECTROVALVULA (2)#AL FORZARLAS PRODUCE EL FALLO#					23.09.14 OMAR##UT910 EN TALLER LEBARIO. NO DA FALLO. SE DEJA COMO OK"
8648476,7066-CO_930-M1,FRE12,T62,1/26/2023 18:56,UT 930 M1 BOG 2 MANGUERA FRENO CAJA-BOGIE PICADA,MANGUERA CON FUGA,SE CAMBIA,""""""
7675693,7097-UT_967,FRE09,T70,6/3/2021 8:20,PF/SERVICIO: EPAC S-950 (LEB) NCR 411172 Nº SERIE 41. INSTAL. UT967M2 08/06,FALLO BUS ECHELON,SE DEJA INSTALADO EN 967-M2. FUNCIONA OK,"8-6-21###ARITZ IVAN###SE DEJA INSTALADO EN 967 M2###MONTADO  41#QUITADO  24#VERIFICAR EN SIGUIENTE ENTRADA A TALLER#					14/06/2021      ###SE COMPRUEBA QUE NO HAY INCIDENCIAS#"
5070690,7066-CO_923-R2,FRE09,"""""",12/21/2016 12:21,UT923 SEG LEB EPAC R2 EN FUGA CON TREN APAGADO,SE DETECTA FUGA EN EPAC CON TREN APAGADO,SE REVISA Y NO FUGA NADA ESTA EPAC,""""""
8529306,7066-CO_925-M2,FRE07,T79,11/14/2022 8:23,ROSMIMAN UT925 M2 RUIDO AL FRENAR (POSIBLE ZAPATA),INEXISTENTE,INEXISTENTE,"<html>16 11 2022&nbsp, ALAIN<div><br></div><div>SE REVISAN ZAPATAS FRENO DE AMBOS BOGIES. OK</div><div>SE REVISA TIMONERIA , NINGUNA ATASCADA. OK</div><div>SE REALIZA PRUEBA TRACCIONANDO Y NO SE ESCUCHA NADA</div></html>"
9823902,7066-CO_901-M2,FRE0101,T70,11/17/2024 6:44,M2_EQ1-OT_US3225A_EQ1 | Retardo en la aplicación Freno Estacionamiento_EQ1,VALVULA ESTACIONAMIENTO SUCIA,SE DESMONTA Y LIMPIA,"<html><body>Freno estacionamiento cuesta aplicar<br/><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ce1&ut=901&startDT=2024-11-15T09:09:00.000Z&endDT=2024-11-15T09:11:00.000Z&templateId=525"" target=""_blank"">Link E&D</a></body></html>"
8354715,7066-CO_912-R2,FRE09,T71,7/26/2022 8:22,ROSMIMAN UT 912 R2 ERROR PRESION OBJETIVO AL 3036,FALLO DE EPAC,SE CAMBIA,26 07 2022  ALAIN###N/S RETIRADO  024#N/S COLOCADO  065
7753920,7066-CO_921-M1,FRE010104,T71,7/23/2021 11:00,"ROSMIMAN 921 M1 MARCA ICONO FRENO SERVICIO ACTIVADO, NO SE APRECIA INCIDENCIA",COMENTARIOS,COMENTARIOS,"27/07/2021 OMAR###VOLVER A VERIFICAR EN PROXIMA ENTRADA A TALLER PARA VER SI HAY MAS FALLOS DE WSP.#					29/07/2021       IVAN/ANDER###SE OBSERVAN MUCHOS FALLOS EN REGISTROS#SE CAMBIA VALVULA ANTIBLOQUEO M2/E2###QUITADA              0161#COLOCADA         5378###VER EVOLUCION EN PROXIMA ENTRADA A TALLER VERIFICANDO REGISTROS DE EPAC Y VER SI APA RTIR DEL 30/07 NO HAY FALLOS#					VA CON REPI#					06 08 2021 ANDONI###SE ANALIZAN REGISTROS #SIN FALLOS DESDE ULTIMA ACTUACION 30/07/2021##"
8405600,7066-CO_915-M2,FRE0101,T71,8/29/2022 9:56,ROSMIMAN UT915 M2 ERROR PRESION OBJETIVO EPAC .DOC,EPAC REPARADO ANTERIORMENTE,CAMBIO ELECTROVALVULA EVS. OK,""""""
2490048,7066-CO_908-M1,FRE0202,"""""",9/25/2012 13:21,UT 908 M1 TIRADOR DE LA SIRGA EN MAL ESTADO,SIRGA EN MAL ESTADO,CAMBIAR SIRGA,"21-9-12 TITO#NO SE PUEDE TIRAR DE LA SIRGA DE LIBERACION DE FRENO DE ESTACIONAMIENTO DE BOGIE 1 LADO IZQUIERDO#TIRADOR OBSTRUIDO#SE CAMBIA SIRGA, LA CORTA"
8700882,7066-CO_915-R2,FRE0103,T70,2/27/2023 6:34,R2-Retardo en la aplicación Freno Estacionamiento_EQ1,RETARDO EN APLICACION DE FRENO ESTAC.,SE LIMPIA VALVULA Y SE CAMBIAN JUNTAS,Freno estacionamiento cuesta aplicar
3713391,7066-UT_926,FRE01,"""""",12/29/2014 11:41,UT926 ROSMIMAN VA Y VIENE ALARMA 3041 Y 3037 SISTEMA DE FRENO,AGUA EN EPAC,SECAR EL AGUA Y PROBAR,""""""
7123398,7066-UT_915,FRE09,T79,6/8/2020 17:11,ROSMIMAN UT915 EN M1 EL RELE 23K01 NO SE EXCITA-COMPLETAR,COMENTARIOS,VER EVOLUCION,"08 06 2020   IÑIGO###SE ANALIZAN REGISTROS#FALLA EL DIA 2 Y 8/06, EL FALLO DE MAS DURACION ES EL DIA 2, APROX 1 MIN#DESPUES DE ANALIZAR REGISTROS, SE VEN IMAGENES Y RESULTA Q SE ESTA DANDO CURSILLO POR PARTE DE MAQUINISTAS#SE ANALIZA EL DIA 8#EL FALLO ES , TANTO EN V 0 KM/H COMO EN MOVIMIENTO#EL FALLO ES POR LA APERTURA DEL LAZO DE TRACCION#EN NINGUNO DE LOS CASOS HAY PRESION EN CILINDROS DE FRENO , EN TODA LA UT#NO HAY APERTURA DE LAZO DE  PUERTAS#POSIBLE FALLO DE PRESOSTATO RP1 DE EPAC, AL ALIMENTAR EL 30K01, PERO NO ES POSIBLE REPRODUCIRLO NI VER EN REGISTROS#EN OTRO CASOS EL PRESOSTATO TARDA EN ABRIRSE, PERO EN ESTE , EL PRESOSTATO SE CIERRA PASADO UN TIEMPO DESDE EL DESFRENADO COMPLETO DE LA UT. #RESULTA DUDOSO EL MOTIVO DEL FALLO#SE INTERCAMBIAN EPAC CON UT 904#M1 ORIGEN 904.....N/S 47#                      915.....N/S  24            SE INTERCAMBIAN#R1 ORIGEN 904....N/S 32#                     915.....N/S 60          SE INTERCAMBIAN###VER EVOLUCION#####					18/06#SE ESTUDIAN LOS FALLOS DE 904 Y 915 , Y NO SE VEN MÁS FALLOS. SE DECIDE COMPLETAR"
9889856,7066-CO_912-R2,FRE0104,T70,12/18/2024 7:37,R2_EQ1-OT_US3225A_EQ1 | Retardo en la aplicación Freno Estacionamiento_EQ1,JUNTAS EN MAL ESTADO,SE CAMBIAN JUNTAS,"<html><body>Freno estacionamiento cuesta aplicar<br/><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ce1&ut=912&startDT=2024-12-17T06:39:00.000Z&endDT=2024-12-17T06:41:00.000Z&templateId=525"" target=""_blank"">Link E&D</a></body></html>"
3000194,7066-CO_914-M1,FRE01,"""""",11/12/2013 20:58,UT 914 M1 PRUEBAS EPAC CON FAIVELEY,UT 914 M1 PRUEBAS EPAC CON FAIVELEY,"""""",12.11.2013 FERNANDO#PRUEBAS EPAC CON FAIVELEY
2318715,7066-CO_912-R2,FRE02,"""""",5/11/2012 8:21,UT 912 R2 LLAVE CONECTOR ELECTRICO EPAC ROTA,LLAVE ROTA,CAMBIAR LLAVE,"4-5-12 JOSERA Y ASIER#CONECTOR ELECTRICO EPAC LLAVE ROTA#DESMONTAR LLAVE COMPLETA Y MONTAR UNA NUEVA, COMPROBAR Y OK"
7815480,7066-CO_917-R2,FRE0101,T71,9/1/2021 10:12,COFEMA: UT 917 R2 EPAC NO LEE TB3-IÑ,R2 NO LEE TB3,CAMBIO EPAC Y PRUEBA,"07.04.22	TITO#EPAC NO LEE TB3#CAMBIO EPAC Y PRUEBA#N.S.MONTADO  063#N.S. RETIRADO 019#					LEBARIO SE LLEVA 19 PARA SU REPARACION###13/04/2022 OMAR###NECESARIO ENVIAR A  COFEMA PARA SU REPARACION CON NCR POR FALLO DE TB3#					OT CON REPARACION EXTERNA -   529587#					PF-28-06-2022 -  Fallos en todos los transductores de presión del EPAC. Se reenvía al proveedor.#					18/07/22- Se reenvía al proveedor"
8993581,7097-CO_953-M2,FRE09,T79,8/16/2023 8:31,M2-OT_US3221_EQ1 Fuga en TA_EQ1,VERIFICAR FUGAS,VERIFICADO Y OK,"<html><body><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ci0&ut=953&startDT=2023-08-15T12:39:05.000Z&endDT=2023-08-15T13:39:05.000Z&templateId=556"" target=""_blank"">Link E&D</a></body></html>#					<html>29-8-23<div>ENRIKE GABI</div><div><br></div><div>SE REVISA VARIABLE Y NO SE OBSERVA DIFERENCIA RESPECTO A M1</div></html>"
9892771,7097-CO_952-M1,FRE0103,T70,12/19/2024 12:18,UT952 M1 US3225A RETARDO/NO APLICACION FRENO ESTACIONAMIENTO,COMENTARIOS,COMENTARIOS,"<html>19/12/2024<span style=""white-space:pre"">	</span>ANGEL<div><div><font face=""helvetica, arial, verdana, sans-serif""><br></font></div><div><font face=""helvetica, arial, verdana, sans-serif"">DESDE EL 04/12&nbsp,</font>PUNTUALMENTE EPAC M1 NO APLICA FRENO ESTACIONAMIENTO&nbsp,O TARDA MAS DE LO NORMAL, REVISAR JUNTAS TORICAS DE VALVULA BAJO EPAC (CE12110100M05)</div></div></html>#					<html>20-12-24.<div>ASIER C</div><div><br></div><div>SE CAMBIAN JUNTAS CORREDERA</div></html>"
5727871,7066-UT_909,FRE0103,"""""",1/18/2018 9:14,UT 909 JUNTAS FRENO ESTACIONAMIENTO DETERIORADAS,DETERIORADAS,SUSTITUCION,""""""
9363688,7097-UT_972,FRE0104,T70,3/13/2024 15:28,UT972 VERIFICAR FUGA ANTIRRETORNO SUSPENSION + VALVULAS NIVELACION. REMOTO,COMENTARIOS,COMENTARIOS,"<html>18-3-24<div>ASIER C ASIER S</div><div><br></div><div>EN M2 SE CAMBIA LA VALVULA ANTIRRETORNO EN 20MIN SE QUEDA SIN AIRE, SE COMPRUEBA CON EL KIT NUEVO Y OK</div><div>EN R SE MANTIENE EN TP2 LA PRESION A 2,67</div><div>VARILLAS DE BOG 3 OK, NO BAJAN Y PRESION OK</div><div>VARILLAS DE BOG 4 NO OK BAJAN PERO LA PRESION BIEN</div><div>EN M1 TODO OK</div></html>#					<html>08/04/2024 ASIER C, VICTOR<div><br></div><div>REVISA PRESION TP2 Y AL CABO DE UN TIEMPO SE MANTIENE OK.</div><div>SE REAPRIETAN ALGUNAS PEQUEÑAS FUGAS</div><div><br></div><div>EN REMOTO SIGUE ACTIVANDO EL INDICADOR TANTO M1COMO M2. SEGUIR VERIFICANDO EN REMOTO</div></html>#					<html>09/04/2024 OMAR<div><br></div><div>PROBAR A VERIFICAR ESTOS ELEMENTOS QUE EN OTRA UNIDAD DABA FALLOS(EJEMPLO):</div><div><br></div><div><div>REVISION,LIMPIEZA Y APRIETE DE LAS VALVULAS DE SEGURIDAD SUSPENSION EN CALDERINES M1-M2</div><div>REVISION,LIMPIEZA Y APRIETE DE TUBERIAS VALVULAS NIVELACION M1-M2</div><div>JUNTA NUEVA Y APRIETE EN CONEXION A TUBO LLENADO BALONA IZQ BOGIE 1/M2</div></div></html>#					<html>29-4-24<div>SE CAMBIA GRIFO DE PURGA EN BOG5 LADO DERECHO</div></html>"
4155228,7066-UT_924,FRE0202,"""""",8/17/2015 20:44,UT 924 M2  LOC SIRGA - LARGA VA DURA,SIRGA DE DESBLOQUEO DE FRENO ESTA  MUY DURA,SE CAMBIA DE SIRGA,1-9-15##JM ENRIKE SERGIIO##SE PRUEBA LA SIRGA Y SE SUELTAN LAS ABRAZADERAS#SE APRECIA QUE LA SIRGA SE BLOQUEA EN UN PUNTO#SE CAMBIA LA SIRGA#SE PRUEBA Y TODO OK
8678383,7066-CO_923-M1,FRE09,T70,2/13/2023 16:12,SEGI LEB UT923 M1 RUIDO DENTRO EPAC(TIC-TAC). PEND. PRUEBAS VERIFICACIONES,HACER PRUEBAS CON LATIGUILLO DE TAPA PARA VER ELEMENTO QUE SE ACTIVA/DESACTIVA,"SE CAMBIA ELECTROVALVULA ""EVF""","<html>12-6-23<div>IÑAKI M</div><div><br></div><div>SE CAMBIA ELECTROVALVULA&nbsp, ""EVF"" POR OTRA RECUPERADA DE DESPIECES&nbsp,</div><div>SE PRUEBA Y OK</div></html>"
7084121,7066-CO_919-R1,FRE1103,T16,5/7/2020 20:39,UT 919 R1 BOG4 DRCHA VALVULA NIVEL FUGA,FUGA,SE REPARA,""""""
8096740,7066-CO_902-M2,FRE1103,T71,2/17/2022 8:32,UT 902 BOG 8 DCH. VALVULA DE NIVELACION EN FUGA,VALVULA DE NIVELACION FUGA,SE CAMBIA Y OK,OT VA CON REPI
6600912,7066-CO_901-R1,FRE09,T71,7/9/2019 8:23,ROSMIMAN UT901 R1 AL3036 ERROR EN PRESION OBJETIVO,COMENTARIOS,CAMBIO EPAC,"10.07.2019	TITO / SARASOLA#SE ANALIZAN REGISTROS, VARIABLES. SE PASA PROTOCOLO Y SE REGISTRA CON TIMON#SE COMPARA CON EPAC R1 Y SE OBSERVA QUE LA EPAC R2 TARDA EN LLEGAR A PRESIONES EN CILINDROS DE FRENO (EN OCASIONES DA ALARMA)#SE SUSTITUYE EPAC Y SE PRUEBA. OK#N.S. MONTADO  	55#N.S. RETIRADO	10"
8776754,7066-CO_903-M1,FRE0103,T70,4/9/2023 7:38,M1-Fuga antirretorno circuito freno TDP/TA_EQ1,FALLA ANTIRRETORNO,SE REPARA EN TREN,Revisar antiretorno freno tdp
7471258,7066-CO_912-R1,FRE0101,T71,1/26/2021 13:56,COFEMA UT912 R1 FALLO PRESION OBJETIVO. VISTO 20/07,COMENTARIOS,COMENTARIOS,"20/07/2021      AITZ###SE CAMBIA EPAC R1###QUITADO           65#COLOCADO      21#					OT VA CON NCR 485613 --> RECIBIDO 16/09/2021"
6035590,7066-CO_917-R2,FRE0101,T71,7/10/2018 17:49,UT 917 R2 FUGA DE AIRE EN EPAC,FUGA DE AIRE AL TENER LAZO EMERGENCIA ABIERTO,SE CAMBIA,10 07 2018   IÑIGO#N/S RETIRADO   002 05/10#N/S COLOCADO  058  12/12
9163023,7066-CO_921-M1,FRE0101,T70,11/22/2023 6:48,M1-OT_US3221_EQ1 Fuga en TA_EQ1,SE LIMIPIA VALVULA R,VER EVOLUCION,"<html><body>Fuga de EPAC durante la  frenada<br/><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ce1&ut=921&startDT=2023-11-21T13:53:43.000Z&endDT=2023-11-21T15:53:43.000Z&templateId=269"" target=""_blank"">Link E&D</a></body></html>#					<html>04.12.23<span style=""white-space:pre"">	</span>ISMA<div>SE REPARA VALVULA R DE EPAC DIA 28/11</div><div>YA NO CAE TA. OK</div></html>"
9404845,7066-CO_921-M2,FRE09,T79,4/5/2024 7:54,"ROSMIMAN UT 921 M2-OT_AL3036 ""ERROR PRESIÓN OBJETIVO|HELBURUAREN PRESIO ERROREA""",COMPROBACIOENES,COMPROBACION EN REMOTO OK,"<html><body>ERROR PRESIÓN OBJETIVO|HELBURUAREN PRESIO ERROREA<br/><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ce1&ut=921&startDT=2024-04-04T10:08:38.000Z&endDT=2024-04-04T12:08:38.000Z&templateId=193"" target=""_blank"">Link E&D</a></body></html>"
8674144,7097-CO_952-M1,FRE0103,T70,2/10/2023 7:32,M1-Retardo en la aplicación Freno Estacionamiento_EQ1,JUNTAS CORREDERA  EN MAL ESTADO,SE CAMBIAN Y SE PRUEBA. OK,""""""
7250514,7066-UT_918,FRE0101,T71,9/4/2020 21:13,UT 918 M1-M2 PANEL AUXILIAR FRENO SIN MODIFICAR,COMENTARIOS,SUSTITUIR Y PROBAR,"16.09.2020	ALAIN / RAFA#PANELES SIN MODIFICAR EN M1 NI M2. SE SUSTITUYEN#AL MONTAR EL NUEVO EN M2 SE VE QUE ESTA DAÑADO Y FUGA. SE CAMBIA POR OTRO PANEL#M1#N.S. MONTADO	001 (DISTINTAS SERIES)#N.S. RETIRADO	002#M2#N.S. MONTADO	004 #N.S. RETIRADO	001 (DISTINTAS SERIES)"
4614409,7066-CO_930-R2,FRE010102,"""""",4/7/2016 8:55,UT 930R R2 AISLAMIENTO FRENO ESTACIONAMIENTO NO SEÑALIZA,LLAVE MAL,SE CAMBIA LLAVE DE AISLAMIENTO Y O.K,"6/07/2016 ARITZ, OSCAR M##- SE COGE DESDE ALMACEN VERTICAL DE UN PANEL M Y SOLO LA LLAVE DE AISLAMIENTO PENDIENTE REPONER Y MONTAR SE HACE UNA REPI"
2692919,7066-CO_903-M1,FRE02,"""""",3/20/2013 13:07,UT 903 M1 FUGA EN LA VALVULA DE ESTACIONAMIENTO,FUGA EN LA VALVULA DE ESTACIONAMIENTO EN M1,"SOLTAR VALVULA, SUSTITUIR JUNTA Y COLOCARLA. PROBAR FRENO Y FUNCIONA BIEN","15.03.2013 AITZ#FUGA EN LA VALVULA DE ESTACIONAMIENTO EN M1##FALLO DE DEFECTO DE JUNTAS Y HUEVO DE VALVULA##SOLTAR VALVULA, SUSTITUIR JUNTA Y COLOCARLA#PROBAR FRENO Y FUNCIONA BIEN"
4567042,7066-UT_925,FRE02,"""""",3/10/2016 14:01,ROSMIMAN UT 925 NO SE PUEDE APLICAR FRENO ESTACIONAMIENTO,EL EPAC MAL,SE CAMBIA EPAC,11 03 2016  TITO - VIDAURRETA#SE COMPRUEBA CABLEADO  RELES ETC  SOLO FALLA  EPAC  R1#SE CAMBIA Y   OK#NS PUESTO  016#NS QUITADO  062
5070682,7066-CO_921-M1,FRE09,"""""",12/21/2016 12:19,UT921 SEG LEB EPAC M1 EN FUGA CON TREN APAGADO,SE DETECTA FUGA EN EPAC CON TREN APAGADO,YA ESTA CAMBIADA LA JUNTA,""""""
9626731,7066-CO_914-M2,FRE0101,T71,8/5/2024 9:39,ROSMIMAN UT914 M2 EPAC ERROR PRESION OBJETIVO,FALLO EPAC,SE CAMBIA,"<html>07/02024 ENRIQUE, AITZ<div>EPAC NO DA LA PRESION ADECUADA AL FRENAR, SE VE QUE ESTA EPAC TARDA EN LLEGAR A LA PRESION DE FRENADO CUANDO LAS DEMAS SUBEN SEGUIDO.</div><div><br></div><div>POSIBLEMENTE, PARA LIMPIAR VALVULAR INTERNAS DEL EPAC</div><div><br></div><div>MONTADO: Nº64, SACADO DE LA UT917 M2 POR P.F</div><div><br></div><div>QUITADO: Nª: 25</div><div><br></div><div>IÑAKI M</div><div><br></div><div>SE LIMPIA EPAC Y SE COLOCA EN UT 914/M2</div><div><br></div><div>VER EVOLUCION</div></html>"
5658293,7097-UT_952,FRE0103,T71,12/7/2017 8:21,"ROSMIMAN UT 952 EN AMBAS CABINAS, A VECES SE ILUMINA EL PILOTO DE FRENO SERVICIO",SE ANALIZAN REGISTROS,NO SE VEN FALLOS DE SENSORES,"07712/2017   JOSERRA##SE ARRANCA LA UNIDAD Y EL PILOTO DE FRENO DE SERVICIO SE QUEDA ENCENDIDO#SE MUEVE VARIAS VECES  PERO EL PILOTO NO SE APAGA#SE REVISA CABLEADO DE SENSORES DE VELOCIDAD,ELECTROVALVULAS WSP Y CAJA JUNTO A EPAC M2#DESPUES DE VOLVER A COLOCAR EL CABLEADO DE ESTOS ELEMENTOS SE COMPRUEBA QUE EL PILOTO SE ENCUENTRA APAGADO#SE MUEVE LA UNIDAD VARIAS VECES Y EL PILOTO NO SE ENCIENDE EN NINGUN MOMENTO#SE QUEDA EN SEGUIMIENTO"
